Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
0	4.366044599999441	729.1670532226562	43.89833450317383	22.543506622314453	24.68792152404785
1	4.931811000016751	661.2846069335938	43.699100494384766	21.283672332763672	23.432268142700195
2	5.465248599997722	597.2715454101562	43.50960922241211	20.038984298706055	22.19205665588379
3	5.933951200015144	537.2523193359375	43.33145523071289	18.811634063720703	20.96455192565918
4	6.418712800019421	481.0681457519531	43.15665054321289	17.597381591796875	19.745115280151367
5	6.929202900006203	428.4205627441406	42.983131408691406	16.391868591308594	18.533910751342773
6	7.389909600024112	379.2608947753906	42.81309127807617	15.194963455200195	17.330623626708984
7	7.879891400021734	333.4498291015625	42.64330291748047	14.004928588867188	16.135440826416016
8	8.363213100004941	290.8938293457031	42.47118377685547	12.825167655944824	14.951838493347168
9	8.823218500008807	251.6954803466797	42.29684829711914	11.659963607788086	13.783111572265625
10	9.312855399999535	215.91761779785156	42.12146759033203	10.512639045715332	12.630029678344727
11	9.80106369999703	183.42428588867188	41.942325592041016	9.384122848510742	11.492873191833496
12	10.334091299999272	154.12252807617188	41.75962829589844	8.270269393920898	10.370725631713867
13	10.828543400013587	127.87799072265625	41.572689056396484	7.171435356140137	9.264001846313477
14	11.311380500002997	104.57598876953125	41.3818244934082	6.090762615203857	8.175642967224121
15	11.79683040000964	84.15155792236328	41.179100036621094	5.313319206237793	7.110814571380615
16	12.280177100008586	66.54967498779297	40.96822738647461	4.617724895477295	6.0751729011535645
17	12.784860000014305	51.72212600708008	40.74504470825195	3.943084716796875	5.069888114929199
18	13.288931600021897	39.48490905761719	40.51155090332031	3.2879083156585693	4.095783710479736
19	13.784853100019973	29.65003204345703	40.27107238769531	2.656026601791382	3.1587891578674316
20	14.282801000023028	22.064958572387695	40.02360916137695	2.05180287361145	2.2632598876953125
21	14.751555900002131	16.53406524658203	39.76436233520508	2.105902910232544	1.7011245489120483
22	15.235143800004153	12.83169174194336	39.49269104003906	2.4292361736297607	1.4837944507598877
23	15.718124500010163	10.720597267150879	39.21078872680664	2.729180097579956	1.4576705694198608
24	16.24468820000766	9.947924613952637	38.916255950927734	3.0028574466705322	1.7554672956466675
25	16.707148000015877	10.243343353271484	38.607582092285156	3.42400860786438	2.157698392868042
26	17.199198100017384	11.332621574401855	38.28715515136719	3.955951452255249	2.512943983078003
27	17.696094900020398	12.941119194030762	37.955841064453125	4.414383888244629	2.8191933631896973
28	18.179082700022263	14.816086769104004	37.612510681152344	4.798008918762207	3.0758378505706787
29	18.643096300016623	16.73599624633789	37.25743103027344	5.106928825378418	3.2829716205596924
30	19.112219900009222	18.51630210876465	36.88629913330078	5.342623710632324	3.4415485858917236
31	19.61427089999779	20.016374588012695	36.49944305419922	5.50779914855957	3.5557873249053955
32	20.122042700008024	21.14313316345215	36.09669876098633	5.606268882751465	3.661832809448242
33	20.604307000001427	21.84735870361328	35.676292419433594	5.642729759216309	3.705359697341919
34	21.132088600017596	22.11896324157715	35.238380432128906	5.622653007507324	3.691704273223877
35	21.614738900010707	21.98002815246582	34.78590774536133	5.55191707611084	3.6266560554504395
36	22.133750600012718	21.476713180541992	34.315826416015625	5.436570167541504	3.516235828399658
37	22.630578700016486	20.67190170288086	33.82665252685547	5.282805442810059	3.413593053817749
38	23.154042700014543	19.63722038269043	33.32008743286133	5.096772193908691	3.2907395362854004
39	23.667545600008452	18.447355270385742	32.793113708496094	4.8844757080078125	3.15018630027771
40	24.145500800019363	17.17475700378418	32.245948791503906	4.651730537414551	2.9959144592285156
41	24.626480400009314	15.884758949279785	31.675691604614258	4.404065132141113	2.831540822982788
42	25.129715000017313	14.633855819702148	31.084484100341797	4.146692276000977	2.6605384349823
43	25.618317800021032	13.46749210357666	30.4720401763916	3.8843348026275635	2.4860775470733643
44	26.146650000009686	12.419252395629883	29.83790397644043	3.6213343143463135	2.311091661453247
45	26.58518570000888	11.511223793029785	29.183303833007812	3.361628770828247	2.1382148265838623
46	27.026246000023093	10.754671096801758	28.508729934692383	3.1144587993621826	1.9697773456573486
47	27.499595400004182	10.151410102844238	27.8129940032959	3.0157973766326904	1.8078678846359253
48	27.969053300010273	9.695255279541016	27.096651077270508	2.9221155643463135	1.6542377471923828
49	28.45613860001322	9.373847961425781	26.360183715820312	2.8342835903167725	1.5103561878204346
